IcaoCode,IataCode,Model,ModelUrl,ModelTitle,ModelImageUrl
B752,752,Boeing 757-200,https://en.wikipedia.org/wiki/Boeing_757,Boeing 757,https://upload.wikimedia.org/wikipedia/commons/thumb/2/22/Icelandair_Boeing_757-256_Wedelstaedt.jpg/256px-Icelandair_Boeing_757-256_Wedelstaedt.jpg
B753,753,Boeing 757-300,https://en.wikipedia.org/wiki/Boeing_757,Boeing 757,https://upload.wikimedia.org/wikipedia/commons/thumb/2/22/Icelandair_Boeing_757-256_Wedelstaedt.jpg/256px-Icelandair_Boeing_757-256_Wedelstaedt.jpg
B762,762,Boeing 767-200,https://en.wikipedia.org/wiki/Boeing_767,Boeing 767,https://upload.wikimedia.org/wikipedia/commons/thumb/4/43/Delta_Air_Lines_B767-332_N130DL.jpg/256px-Delta_Air_Lines_B767-332_N130DL.jpg
B763,763,Boeing 767-300,https://en.wikipedia.org/wiki/Boeing_767,Boeing 767,https://upload.wikimedia.org/wikipedia/commons/thumb/4/43/Delta_Air_Lines_B767-332_N130DL.jpg/256px-Delta_Air_Lines_B767-332_N130DL.jpg
B764,764,Boeing 767-400,https://en.wikipedia.org/wiki/Boeing_767,Boeing 767,https://upload.wikimedia.org/wikipedia/commons/thumb/4/43/Delta_Air_Lines_B767-332_N130DL.jpg/256px-Delta_Air_Lines_B767-332_N130DL.jpg
B772,772,Boeing 777-200,https://en.wikipedia.org/wiki/Boeing_777,Boeing 777,https://upload.wikimedia.org/wikipedia/commons/thumb/0/07/United_Airlines_777_N797UA_LAX.jpg/256px-United_Airlines_777_N797UA_LAX.jpg
B77L,77L,Boeing 777-200LR,https://en.wikipedia.org/wiki/Boeing_777#777-200LR,Boeing 777,https://upload.wikimedia.org/wikipedia/commons/thumb/0/07/United_Airlines_777_N797UA_LAX.jpg/256px-United_Airlines_777_N797UA_LAX.jpg
B773,773,Boeing 777-300,https://en.wikipedia.org/wiki/Boeing_777,Boeing 777,https://upload.wikimedia.org/wikipedia/commons/thumb/0/07/United_Airlines_777_N797UA_LAX.jpg/256px-United_Airlines_777_N797UA_LAX.jpg
B77W,77W,Boeing 777-300ER,https://en.wikipedia.org/wiki/Boeing_777#777-300ER,Boeing 777,https://upload.wikimedia.org/wikipedia/commons/thumb/0/07/United_Airlines_777_N797UA_LAX.jpg/256px-United_Airlines_777_N797UA_LAX.jpg
B778,[to be determined],Boeing 777-8,https://en.wikipedia.org/wiki/Boeing_777X#777-8,Boeing 777X,
B779,[to be determined],Boeing 777-9,https://en.wikipedia.org/wiki/Boeing_777X#777-9,Boeing 777X,
B788,788,Boeing 787-8,https://en.wikipedia.org/wiki/Boeing_787_Dreamliner#787-8,Boeing 787 Dreamliner,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4e/Boeing_787_N1015B_ANA_Airlines_%2827611880663%29_%28cropped%29.jpg/256px-Boeing_787_N1015B_ANA_Airlines_%2827611880663%29_%28cropped%29.jpg
B789,789,Boeing 787-9,https://en.wikipedia.org/wiki/Boeing_787_Dreamliner#787-9,Boeing 787 Dreamliner,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4e/Boeing_787_N1015B_ANA_Airlines_%2827611880663%29_%28cropped%29.jpg/256px-Boeing_787_N1015B_ANA_Airlines_%2827611880663%29_%28cropped%29.jpg
B78X,781,Boeing 787-10,https://en.wikipedia.org/wiki/Boeing_787_Dreamliner#787-10,Boeing 787 Dreamliner,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4e/Boeing_787_N1015B_ANA_Airlines_%2827611880663%29_%28cropped%29.jpg/256px-Boeing_787_N1015B_ANA_Airlines_%2827611880663%29_%28cropped%29.jpg
BA11,B11,British Aerospace (BAC) One Eleven,https://en.wikipedia.org/wiki/BAC_One-Eleven,BAC One-Eleven,https://upload.wikimedia.org/wikipedia/commons/thumb/5/59/British_Island_Airways_at_Basle_-_1985.jpg/256px-British_Island_Airways_at_Basle_-_1985.jpg
BCS1,CS1,Airbus A220-100,https://en.wikipedia.org/wiki/Airbus_A220,Airbus A220,https://upload.wikimedia.org/wikipedia/commons/thumb/8/86/Airbus_A220-300_Swiss_International_Air_Lines_HB-JCA_%2835616272372%29.jpg/256px-Airbus_A220-300_Swiss_International_Air_Lines_HB-JCA_%2835616272372%29.jpg
BCS3,CS3,Airbus A220-300,https://en.wikipedia.org/wiki/Airbus_A220,Airbus A220,https://upload.wikimedia.org/wikipedia/commons/thumb/8/86/Airbus_A220-300_Swiss_International_Air_Lines_HB-JCA_%2835616272372%29.jpg/256px-Airbus_A220-300_Swiss_International_Air_Lines_HB-JCA_%2835616272372%29.jpg
BE55,N/A,Beechcraft Baron / 55 Baron,https://en.wikipedia.org/wiki/Beechcraft_Baron,Beechcraft Baron,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d0/Beechcraft_Baron_58.jpg/256px-Beechcraft_Baron_58.jpg
BE58,N/A,Beechcraft Baron / 58 Baron,https://en.wikipedia.org/wiki/Beechcraft_Baron,Beechcraft Baron,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d0/Beechcraft_Baron_58.jpg/256px-Beechcraft_Baron_58.jpg
BELF,SHB,Shorts SC-5 Belfast,https://en.wikipedia.org/wiki/Short_Belfast,Short Belfast,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4e/HeavyLift_Cargo_Airlines_Short_Belfast_PER_Monty.jpg/256px-HeavyLift_Cargo_Airlines_Short_Belfast_PER_Monty.jpg
BER2,N/A,Beriev Be-200 Altair,https://en.wikipedia.org/wiki/Beriev_Be-200,Beriev Be-200,https://upload.wikimedia.org/wikipedia/commons/thumb/2/21/MChS_Beriev_Be-200_waterbomber.jpg/256px-MChS_Beriev_Be-200_waterbomber.jpg
BLCF,74B,Boeing 747 LCF Dreamlifter,https://en.wikipedia.org/wiki/Boeing_Dreamlifter,Boeing Dreamlifter,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2c/Boeing_747-400LCF_Dreamlifter.jpg/256px-Boeing_747-400LCF_Dreamlifter.jpg
BN2P,BNI,Pilatus Britten-Norman BN-2A/B Islander,https://en.wikipedia.org/wiki/Britten-Norman_Islander,Britten-Norman BN-2 Islander,https://upload.wikimedia.org/wikipedia/commons/thumb/2/20/Britten-Norman_BN-2A-26_Islander%2C_Winair_-_Windward_Islands_Airways_JP5823246.jpg/256px-Britten-Norman_BN-2A-26_Islander%2C_Winair_-_Windward_Islands_Airways_JP5823246.jpg
C130,LOH,Lockheed L-182 / 282 / 382 (L-100) Hercules,https://en.wikipedia.org/wiki/Lockheed_L-100_Hercules,Lockheed L-100 Hercules,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a5/Lockheed_L100-30_Hercules_HZ-128_%286819452647%29.jpg/256px-Lockheed_L100-30_Hercules_HZ-128_%286819452647%29.jpg
C152,N/A,Cessna 152,https://en.wikipedia.org/wiki/Cessna_152,Cessna 152,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e8/G-BRNE-Cessna152.jpg/256px-G-BRNE-Cessna152.jpg
C162,CN1,Cessna 162,https://en.wikipedia.org/wiki/Cessna_162,Cessna 162 Skycatcher,https://upload.wikimedia.org/wikipedia/commons/thumb/d/dc/Cessna_162_Skycatcher_N5201K_1010.JPG/256px-Cessna_162_Skycatcher_N5201K_1010.JPG
C172,CN1,Cessna 172,https://en.wikipedia.org/wiki/Cessna_172,Cessna 172,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ae/Cessna_172S_Skyhawk_SP%2C_Private_JP6817606.jpg/256px-Cessna_172S_Skyhawk_SP%2C_Private_JP6817606.jpg
C72R,CN1,Cessna 172 Cutlass RG,https://en.wikipedia.org/wiki/Cessna_172,Cessna 172,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ae/Cessna_172S_Skyhawk_SP%2C_Private_JP6817606.jpg/256px-Cessna_172S_Skyhawk_SP%2C_Private_JP6817606.jpg
C77R,CN1,Cessna 177 Cardinal RG,https://en.wikipedia.org/wiki/Cessna_177_Cardinal#Cessna_177RG,Cessna 177 Cardinal,https://upload.wikimedia.org/wikipedia/commons/thumb/8/84/Cessna177BCardinal05.jpg/256px-Cessna177BCardinal05.jpg
